taxa,date,country,location,lon,lat,x,y,z
GUANGDONG-YUNFU-YUNCHENG/1193/2009,2009.282,China,Guangdong,113.7632828,23.3790333,-2356.47941494241,5352.14067137766,2528.08939729944
GUANGXI-NANNING-QINGXIU/195/2009,2009.293,China,Guangxi,108.8076195,23.7247599,-1880.37444208604,5521.15677534896,2563.33002548792
A/California/VRDL267/2009,2009.318,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/New_York/3150/2009,2009.318,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/California/VRDL254/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL239/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL221/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL217/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL213/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL202/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/California/VRDL190/2009,2009.323,USA,California,-119.4179324,36.778261,-2506.42759441741,-4444.93898414349,3814.44349036454
A/New_York/3095/2009,2009.323,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/Minnesota/04/2009,2009.326,USA,Minnesota,-94.6858998,46.729553,-356.750826498907,-4352.36012014171,4638.89331979002
A/New_York/3467/2009,2009.362,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/Utah/12/2009,2009.375,USA,Utah,-111.0937311,39.3209801,-1773.79804983583,-4598.40304778922,4037.07454581673
FUJIAN-FUZHOU-GULOU/1547/2009,2009.395,China,Fujian,117.9249002,26.4836842,-2670.52977975708,5038.45691660811,2841.1025315737
A/Bogota/WRAIR0088N/2009,2009.438,Colombia,Bogota,-74.072092,4.7109886,1742.47184978116,-6105.70588766123,523.247996746438
A/Thailand/CU_B42/2009,2009.455,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
A/Thailand/CU_H17/2009,2009.46,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
ANHUI-HEFEI-BAOHE/1351/2009,2009.46,China,Anhui,117.9249002,30.6006773,-2568.11564028892,4845.23337224877,3243.16768400128
A/Thailand/CU_B97/2009,2009.471,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
A/Thailand/CU_B267/2009,2009.499,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
ANHUI-HEFEI-BAOHE/1392/2009,2009.501,China,Anhui,117.9249002,30.6006773,-2568.11564028892,4845.23337224877,3243.16768400128
A/Hong_Kong/H090_682_V1,2009.515,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Thailand/CU_B589/2009,2009.521,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
HUNAN-CHANGDE-WULING/1120/2009,2009.523,China,Hunan,111.8568586,27.6252995,-2101.45969428921,5238.94028445726,2954.15179859952
A/Thailand/CU_B685/2009,2009.526,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
SHANGHAI-NANHUI/1203/2009,2009.529,China,Shanghai,121.473701,31.230416,-2844.32115801232,4646.29603565653,3303.24254318782
A/Hong_Kong/H090_718_V1,2009.534,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Thailand/CU_H223/2009,2009.537,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
A/Kolkutta/0951719/2009,2009.548,India,Kolkutta,88.363895,22.572646,167.9670027966,5880.54215847104,2445.53716152838
A/Pune/0913414/2009,2009.548,India,Pune,73.8567437,18.5204303,1679.6527742163,5802.84731955016,2023.70218759011
A/Hong_Kong/H090_744_V1,2009.559,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Kolkutta/0951720/2009,2009.57,India,Kolkutta,88.363895,22.572646,167.9670027966,5880.54215847104,2445.53716152838
A/Hong_Kong/H090_766_V1,2009.586,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Delhi/0942738/2009,2009.595,India,Delhi,77.1024902,28.7040592,1247.30308810411,5447.09915344866,3059.89980537023
A/Delhi/0942747/2009,2009.614,India,Delhi,77.1024902,28.7040592,1247.30308810411,5447.09915344866,3059.89980537023
A/Delhi/0942757/2009,2009.633,India,Delhi,77.1024902,28.7040592,1247.30308810411,5447.09915344866,3059.89980537023
A/Delhi/0942758/2009,2009.644,India,Delhi,77.1024902,28.7040592,1247.30308810411,5447.09915344866,3059.89980537023
HUBEI-SHIYAN-YUN/331/2009,2009.666,China,Hubei,112.2384017,30.7378118,-2072.44287386275,5068.6526420369,3256.28345340939
A/Thailand/CU_H565/2009,2009.668,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
SHANDONG-TAIAN-TAISHAN/449/2009,2009.677,China,Shandong,117.9249002,35.8939566,-2417.04704667888,4560.21404532481,3735.23391971149
A/Kolkutta/0951721/2009,2009.682,India,Kolkutta,88.363895,22.572646,167.9670027966,5880.54215847104,2445.53716152838
JIANGSU-XUZHOU-QUANSHAN/377/2009,2009.682,China,Jiangsu,119.7889248,33.1401715,-2650.29485329966,4629.75060918808,3482.95671625358
BEIJING-CHAOYANG/1792/2009,2009.688,China,Beijing,116.4073963,39.9041999,-2173.63487096833,4377.34013355384,4087.03386368272
ANHUI-HEFEI-LUYANG/1434/2009,2009.688,China,Anhui,117.9249002,30.6006773,-2568.11564028892,4845.23337224877,3243.16768400128
A/Malaysia/2089302/2009,2009.69,Malaysia,Malaysia,101.975766,4.210484,-1318.40153450384,6215.51735565509,467.763182997813
HEBEI-SHIJIAZHUANG-LUQUAN/510/2009,2009.696,China,Shijiazhuang,114.514893,38.042805,-2081.90372488411,4565.17579827399,3926.12885819698
FUJIAN-NANPING-YANPING/1206/2009,2009.701,China,Fujian,117.9249002,26.4836842,-2670.52977975708,5038.45691660811,2841.1025315737
SICHUAN-PANZHIHUA-WEST/325/2009,2009.704,China,Sichuan,102.8054753,30.2638032,-1219.63270911682,5365.85989212659,3210.86976891302
ZHEJIANG-LISHUI-LIANDU/1339/2009,2009.726,China,Zhejiang,119.7889248,29.1416432,-2764.50270936957,4829.25818116839,3102.48790320067
JIANGXI-GANZHOU-ZHANGGONG/1218/2009,2009.732,China,Jiangxi,114.9042208,27.0874564,-2388.57035669272,5144.74190610655,2901.03487925945
A/Thailand/Siriraj_3043/2009,2009.762,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
BEIJING-CHAOYANG/11263/2009,2009.792,China,Beijing,116.4073963,39.9041999,-2173.63487096833,4377.34013355384,4087.03386368272
SICHUAN-PANZHIHUA-EAST/1827/2009,2009.833,China,Sichuan,102.8054753,30.2638032,-1219.63270911682,5365.85989212659,3210.86976891302
SICHUAN-PANZHIHUA-EAST/1836/2009,2009.836,China,Sichuan,102.8054753,30.2638032,-1219.63270911682,5365.85989212659,3210.86976891302
BEIJING-CHAOYANG/11405/2009,2009.841,China,Beijing,116.4073963,39.9041999,-2173.63487096833,4377.34013355384,4087.03386368272
LIAONING-BENXI-MINGSHAN/1254/2009,2009.896,China,Liaoning,122.5290376,41.9436543,-2548.1621473569,3995.3435843278,4258.37296557595
JIANGXI-YICHUN-YUANZHOU/11218/2009,2009.901,China,Jiangxi,114.9042208,27.0874564,-2388.57035669272,5144.74190610655,2901.03487925945
LIAONING-DANDONG-DONGGANG/120/2010,2010.016,China,Liaoning,122.5290376,41.9436543,-2548.1621473569,3995.3435843278,4258.37296557595
BEIJING-CHAOYANG/1583/2010,2010.184,China,Beijing,116.4073963,39.9041999,-2173.63487096833,4377.34013355384,4087.03386368272
LIAONING-DANDONG-ZHENXING/1686/2010,2010.627,China,Liaoning,122.5290376,41.9436543,-2548.1621473569,3995.3435843278,4258.37296557595
HENAN-ZHENGZHOU-ZHONGYUAN/1454/2010,2010.855,China,Henan,113.3823545,34.2904302,-2088.96832082333,4831.40273053475,3589.34534559966
A/New_York/168/2000,2000.005,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/New_York/429/2000,2000.005,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/New_York/432/2000,2000.011,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/New_York/156/2000,2000.011,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/New_York/433/2000,2000.011,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/Netherlands/3/2000,2000.014,Netherlands,Netherlands,5.291266,52.132633,3894.08248243448,360.644407383846,5029.48289900857
A/Hong_Kong/CUHK20169/2000,2000.016,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK20173/2000,2000.016,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/New_York/434/2000,2000.022,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/KOREA/320/2000,2000.022,SouthKorea,SouthKorea,127.766922,35.907757,-3160.41106100147,4079.23803907261,3736.47694306851
A/New_York/436/2000,2000.025,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/SOUTH-AUSTRALIA/1/2000,2000.036,Australia,SouthAustralia,136.2091547,-30.0002315,-3982.87525176674,3818.21862266376,-3185.52229287563
A/BANGKOK/27/2000,2000.044,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/New_York/438/2000,2000.047,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/ROMANIA/175/2000,2000.049,Romania,Romania,24.96676,45.943161,4016.22177540192,1869.95909481565,4578.52122791886
A/Ningxia/6/2000,2000.049,China,Ningxia,106.1580937,37.198731,-1412.25305794686,4874.31094160417,3851.78856440455
A/New_York/439/2000,2000.06,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/BULGARIA/113/2000,2000.082,Bulgaria,Bulgaria,25.48583,42.733883,4224.22268779264,2013.56863564353,4323.32337831564
A/BULGARIA/874/2000,2000.082,Bulgaria,Bulgaria,25.48583,42.733883,4224.22268779264,2013.56863564353,4323.32337831564
A/BANGKOK/62/2000,2000.085,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/New_York/173/2000,2000.088,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/Hong_Kong/CUHK21128/2000,2000.099,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Missouri/NHRC0001/2000,2000.101,USA,Missouri,-91.8318334,37.9642529,-160.561220072479,-5020.2958122672,3919.246235176
A/Oslo/6391/2000,2000.115,Norway,Oslo,10.7522454,59.9138688,3137.71752439712,595.841684538805,5512.652938836
A/KIEV/633/2000,2000.123,Ukraine,Kiev,30.5234,50.4501,3494.55935482789,2060.37564015855,4912.48899612265
A/BRISBANE/3/2000,2000.132,Australia,Brisbane,153.0251235,-27.4697707,-5037.71499262309,2564.06215478824,-2938.81845636699
A/ROMANIA/387/2000,2000.132,Romania,Romania,24.96676,45.943161,4016.22177540192,1869.95909481565,4578.52122791886
A/New_York/178/2000,2000.162,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/New_York/176/2000,2000.164,USA,NewYork,-74.0059728,40.7127753,1330.60949935221,-4642.21315278307,4155.59579415052
A/Hong_Kong/CUHK22087/2000,2000.167,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK22078/2000,2000.167,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK22162/2000,2000.173,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/ROMANIA/427/2000,2000.178,Romania,Romania,24.96676,45.943161,4016.22177540192,1869.95909481565,4578.52122791886
A/SINGAPORE/2/2000,2000.189,Singapore,Singapore,103.819836,1.352083,-1521.41484075539,6184.84749431791,150.330816397442
A/BANGKOK/178/2000,2000.238,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/BRAZIL/694/2000,2000.279,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/BRAZIL/718/2000,2000.296,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/BANGKOK/202/2000,2000.334,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/KOREA/2623/2000,2000.356,SouthKorea,SouthKorea,127.766922,35.907757,-3160.41106100147,4079.23803907261,3736.47694306851
A/CHILE/5299/2000,2000.444,Chile,Chile,-71.542969,-35.675147,1638.49616152935,-4909.18090330737,-3715.49649269863
A/BRAZIL/991/2000,2000.447,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/INDIA/2701/2000,2000.447,India,India,78.96288,20.593684,1141.75497294676,5853.5705742363,2240.92572705707
A/SANTIAGO/5628/2000,2000.455,Chile,Santiago,-70.6692655,-33.4488897,1759.64642422523,-5016.13395048935,-3511.64999002741
A/BRAZIL/2c/2000,2000.51,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/BRAZIL/4b/2000,2000.512,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/SANTIAGO/6774/2000,2000.526,Chile,Santiago,-70.6692655,-33.4488897,1759.64642422523,-5016.13395048935,-3511.64999002741
A/BRAZIL/18a/2000,2000.534,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/BRAZIL/10/2000,2000.562,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/Hong_Kong/CUHK26907/2000,2000.57,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK26969/2000,2000.575,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK26980/2000,2000.578,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/INDIA/3783/2000,2000.581,India,India,78.96288,20.593684,1141.75497294676,5853.5705742363,2240.92572705707
A/SYDNEY/213/2000,2000.586,Australia,Sydney,151.2092955,-33.8688197,-4636.0242360731,2547.69652585745,-3550.51583501281
A/Hong_Kong/CUHK27157/2000,2000.595,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK27374/2000,2000.614,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Queensland/9/2000,2000.658,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/Hong_Kong/CUHK28040/2000,2000.674,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK28038/2000,2000.674,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/HIROSHIMA/253/2000,2000.677,Japan,Hiroshima,132.4553055,34.3852894,-3549.0406135108,3879.16898880776,3598.05498567254
A/Western_Australia/1/2000,2000.699,Australia,WesternAustralia,121.6283098,-27.6728168,-2958.83212077922,4804.19254098706,-2958.83211929462
A/Canterbury/75/2000,2000.704,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/Queensland/1/2000,2000.707,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/Wellington/21/2000,2000.718,NewZealand,Wellington,174.7731458,-41.2768778,-4768.0909023696,436.183647054683,-4202.93873055298
A/Canterbury/81/2000,2000.723,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/Hutt/82/2000,2000.723,NewZealand,Hutt,174.8848657,-41.2161214,-4773.36870539301,427.282734167204,-4197.8591767063
A/Auckland/599/2000,2000.726,NewZealand,Auckland,174.7624886,-36.8483048,-5076.9543203796,465.390636534727,-3820.67891665928
A/PERU/5937/2000,2000.726,Peru,Peru,-75.015152,-9.189967,1626.16421438085,-6075.35357894058,-1017.50176349773
A/Western_Australia/5/2000,2000.734,Australia,WesternAustralia,121.6283098,-27.6728168,-2958.83212077922,4804.19254098706,-2958.83211929462
A/ARGENTINA/5995/2000,2000.756,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/Western_Australia/11/2000,2000.786,Australia,WesternAustralia,121.6283098,-27.6728168,-2958.83212077922,4804.19254098706,-2958.83211929462
A/Wellington/30/2000,2000.901,NewZealand,Wellington,174.7731458,-41.2768778,-4768.0909023696,436.183647054683,-4202.93873055298
A/Hong_Kong/CUHK52247/2000,2000.937,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/NIIGATA/2743/2000,2000.951,Japan,Niigata,139.0363708,37.9161244,-3795.37833930167,3295.04453171299,3915.02564430783
A/YOKOHAMA/111/2000,2000.984,Japan,Yokohama,139.6379639,35.4436739,-3954.88948884291,3361.3587777574,3694.55779468032
A/SINGAPORE/94/2000,2000.995,Singapore,Singapore,103.819836,1.352083,-1521.41484075539,6184.84749431791,150.330816397442
A/NARA/3/2001,2001.025,Japan,Nara,135.8048019,34.685109,-3756.07323631245,3652.00918485804,3625.51841219567
A/BULGARIA/28/2001,2001.038,Bulgaria,Bulgaria,25.48583,42.733883,4224.22268779264,2013.56863564353,4323.32337831564
A/Busan/11/2001,2001.058,SouthKorea,Busan,129.0756416,35.1795543,-3282.42523199137,4042.5335751267,3670.59230783803
A/HIROSHIMA-C/1/2001,2001.06,Japan,Hiroshima,132.4553055,34.3852894,-3549.0406135108,3879.16898880776,3598.05498567254
A/Jochiwon/04/2001,2001.068,SouthKorea,Jochiwon,127.2985252,36.6043027,-3099.20165797005,4068.50094254859,3798.93276641176
A/BANGKOK/28/2001,2001.077,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/PUSAN/66/2001,2001.104,SouthKorea,Pusan,129.0756416,35.1795543,-3282.42523199137,4042.5335751267,3670.59230783803
A/Busan/16/2001,2001.104,SouthKorea,Busan,129.0756416,35.1795543,-3282.42523199137,4042.5335751267,3670.59230783803
A/NEPAL/g-2079/2001,2001.137,Nepal,Nepal,84.124008,28.394857,573.766106024815,5575.06581060245,3029.69877430559
A/Busan/71/2001,2001.142,SouthKorea,Busan,129.0756416,35.1795543,-3282.42523199137,4042.5335751267,3670.59230783803
A/Busan/44/2001,2001.142,SouthKorea,Busan,129.0756416,35.1795543,-3282.42523199137,4042.5335751267,3670.59230783803
A/BANGKOK/86/2001,2001.173,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/Hong_Kong/CUHK13172/2001,2001.178,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/FUKUSHIMA/127/2001,2001.197,Japan,Fukushima,140.1832516,37.3834373,-3888.36035442974,3241.58581592648,3868.12824917728
A/Netherlands/118/2001,2001.197,Netherlands,Netherlands,5.291266,52.132633,3894.08248243448,360.644407383846,5029.48289900857
A/Hong_Kong/CUHK13510/2001,2001.203,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/SENDAI/161/2001,2001.203,Japan,Sendai,140.869418,38.268195,-3880.10082684637,3156.71273090789,3945.83619883418
A/Netherlands/124/2001,2001.214,Netherlands,Netherlands,5.291266,52.132633,3894.08248243448,360.644407383846,5029.48289900857
A/Hong_Kong/CUHK13658/2001,2001.214,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Netherlands/126/2001,2001.216,Netherlands,Netherlands,5.291266,52.132633,3894.08248243448,360.644407383846,5029.48289900857
A/BANGKOK/115/2001,2001.23,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/YAMAGATA/592/2001,2001.26,Japan,Yamagata,140.1435198,38.5370564,-3825.5411213975,3193.71481363659,3969.26464444674
A/Hong_Kong/CUHK21421/2001,2001.274,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Canterbury/06/2001,2001.29,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/Hong_Kong/CUHK21733/2001,2001.301,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK21932/2001,2001.318,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Canterbury/07/2001,2001.351,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/ECUADOR/2635/2001,2001.364,Ecuador,Ecuador,-78.183406,-1.831239,1303.98416364253,-6232.80173645636,-203.589820462854
A/Waikato/5/2001,2001.367,NewZealand,Waikato,175.023346,-37.6190862,-5027.35792030145,437.772749225239,-3888.91609079163
A/CHILE/5109/2001,2001.373,Chile,Chile,-71.542969,-35.675147,1638.49616152935,-4909.18090330737,-3715.49649269863
A/Hong_Kong/CUHK22644/2001,2001.384,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK22888/2001,2001.403,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/SHIMANE/133/2001,2001.403,Japan,Shimane,132.6293446,35.1244094,-3529.07718814445,3833.89979230085,3665.57875139983
A/CHILE/5823/2001,2001.422,Chile,Chile,-71.542969,-35.675147,1638.49616152935,-4909.18090330737,-3715.49649269863
A/TAK/214/2001,2001.425,Thailand,Tak,99.1258498,16.8839901,-966.906893718827,6019.21082446762,1850.36026478382
A/ARGENTINA/5/2001,2001.427,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/BANGKOK/226/2001,2001.441,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/BANGKOK/224/2001,2001.444,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/ARGENTINA/mc5/2001,2001.449,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/ARGENTINA/13/2001,2001.471,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/ARGENTINA/10/2001,2001.479,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/BRAZIL/822/2001,2001.482,Brazil,Brazil,-73.9892498,40.7601055,1331.01708947819,-4638.52335941119,4159.58357912349
A/ARGENTINA/25/2001,2001.49,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/ARGENTINA/44/2001,2001.49,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/West_Coast/32/2001,2001.501,NewZealand,WestCoast,171.3399414,-42.6919232,-4629.36229255933,705.089591705926,-4319.89518760557
A/BANGKOK/328/2001,2001.526,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/Queensland/19/2001,2001.532,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/Hong_Kong/CUHK24510/2001,2001.534,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK24882/2001,2001.556,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/Hong_Kong/CUHK24985/2001,2001.564,HongKong,HongKong,114.1693611,22.3193039,-2413.08682906131,5377.05010200387,2419.5010138355
A/VN/1293/2001,2001.581,Vietnam,Vietnam,108.277199,14.058324,-1938.19531248152,5868.39395093855,1547.57628802669
A/Canterbury/140/2001,2001.605,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/Canterbury/149/2001,2001.614,NewZealand,Canterbury,171.1637245,-43.7542275,-4547.23779078706,706.897866763869,-4405.96923275715
A/Queensland/16/2001,2001.625,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/Auckland/602/2001,2001.63,NewZealand,Auckland,174.7624886,-36.8483048,-5076.9543203796,465.390636534727,-3820.67891665928
A/Queensland/18/2001,2001.644,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/COLOMBIA/3026/2001,2001.652,Colombia,Colombia,-74.297333,4.570868,1718.79690282607,-6113.72229077393,507.718384667633
A/Wellington/34/2001,2001.655,NewZealand,Wellington,174.7731458,-41.2768778,-4768.0909023696,436.183647054683,-4202.93873055298
A/ARGENTINA/3759/2001,2001.658,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/ARGENTINA/3758/2001,2001.66,Argentina,Argentina,-63.616672,-38.416097,2218.22832028599,-4471.85874301401,-3958.73508858706
A/THAILAND/80891/2001,2001.668,Thailand,Thailand,100.992541,15.870032,-1168.52604756086,6015.72646200051,1742.18914316404
A/BANGKOK/480/2001,2001.671,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/Shanghai/159/2001,2001.688,China,Shanghai,121.473701,31.230416,-2844.32115801232,4646.29603565653,3303.24254318782
A/PHILIPPINES/78890/2001,2001.696,Philippines,Philippines,121.774017,12.879721,-3270.37378440561,5279.91777086431,1420.12838968306
A/Waikato/105/2001,2001.699,NewZealand,Waikato,175.023346,-37.6190862,-5027.35792030145,437.772749225239,-3888.91609079163
A/Queensland/15/2001,2001.699,Australia,Queensland,142.7027956,-20.9175738,-4734.13355381966,3606.07828975049,-2274.60323194817
A/BANGKOK/504/2001,2001.712,Thailand,Bangkok,100.5017651,13.7563309,-1127.90697875272,6084.59535443078,1514.98060057556
A/SINGAPORE/54/2001,2001.734,Singapore,Singapore,103.819836,1.352083,-1521.41484075539,6184.84749431791,150.330816397442
A/Auckland/603/2001,2001.751,NewZealand,Auckland,174.7624886,-36.8483048,-5076.9543203796,465.390636534727,-3820.67891665928
